Restaurant Name,Rating,Price Range,Type of food,Phone,Address,Zipcode,City,State,Country,Website,Hours
La Vanille,5.0,,"Desserts, Cupcakes, Bakeries, ",+52 33 312 13867,"Justicia 3096, Col. Monraz",44680,Guadalajara,Jalisco,MX,lavanille.com.mx,Mon 8:30 am - 8:30 pm; Tue 8:30 am - 8:30 pm; Wed 8:30 am - 8:30 pm; Thu 8:30 am - 8:30 pm; Fri 8:30 am - 8:30 pm; Sat 8:30 am - 8:30 pm; Sun Closed
Postres para Todos,,,"Desserts, Cupcakes, Bakeries, ",+52 46 464 70004,"Blvd. Tenixtepec 200, Col. Bellavista",36730,Salamanca,Guanajuato,MX,,Mon 4:00 pm - 8:00 pm; Tue 12:00 pm - 8:00 pm; Wed 12:00 pm - 8:00 pm; Thu 12:00 pm - 8:00 pm; Fri 12:00 pm - 8:00 pm; Sat 12:00 pm - 6:00 pm; Sun Closed
El Deleite,5.0,,"Desserts, Cupcakes,",+52 55 2158 4390,"Bosques De Las Naciones 36, Col. Bosques de Aragón",57170,Ciudad Nezahualcóyotl,México,MX,,Mon 12:00 pm - 9:00 pm; Tue 12:00 pm - 9:00 pm; Wed 12:00 pm - 9:00 pm; Thu 12:00 pm - 9:00 pm; Fri 12:00 pm - 9:00 pm; Sat 12:00 pm - 9:00 pm; Sun Closed
Georgetown México,,,"Desserts, Cupcakes,",+52 33 381 75325,Calle Ottawa 1568,44630,Guadalajara,Jalisco,MX,,Mon 9:00 am - 9:00 pm; Tue 9:00 am - 9:00 pm; Wed 9:00 am - 9:00 pm; Thu 9:00 am - 9:00 pm; Fri 9:00 am - 9:00 pm; Sat 9:00 am - 9:00 pm; Sun 9:00 am - 9:00 pm Open now
Macaron’s Boutique,2.5,$$,"Desserts, Cupcakes,",,Av. Xcaret S/N,,Cancún,Quintana Roo,MX,,Mon 9:00 am - 9:00 pm; Tue 9:00 am - 9:00 pm; Wed 9:00 am - 9:00 pm; Thu 9:00 am - 9:00 pm; Fri 9:00 am - 9:00 pm; Sat 9:00 am - 9:00 pm; Sun 9:00 am - 9:00 pm Open now
Reposteria Fina Don Pay,,$$,"Desserts, Cupcakes,",,Calle Jose Rojo 771,44970,Guadalajara,Jalisco,MX,,
Sapore Dolce,5.0,$$,"Desserts, Cupcakes,",,Mayorazgo S/N,72480,Puebla,,MX,,Mon 10:00 am - 8:00 pm; Tue 10:00 am - 8:00 pm; Wed 10:00 am - 8:00 pm; Thu 10:00 am - 8:00 pm; Fri 10:00 am - 8:00 pm; Sat 10:00 am - 8:00 pm; Sun 10:00 am - 8:00 pm Open now
Cómeme,4.0,$$$,"Desserts, Cupcakes, Juice Bars & Smoothies, ",+52 998 884 4905,"Av. Yaxchilan S/N, Super Manzana 22",77500,Cancún,Quintana Roo,MX,comeme.com.mx,Mon 9:00 am - 8:00 pm; Tue 9:00 am - 8:00 pm; Wed 9:00 am - 8:00 pm; Thu 9:00 am - 8:00 pm; Fri 9:00 am - 8:00 pm; Sat 9:00 am - 6:00 pm; Sun Closed
Cómeme,4.0,,"Desserts, Cupcakes, Juice Bars & Smoothies",+52 998 206 1466,"Plaza Arte, Andrés Quintana Roo S/N, Supermanzana 45",77506,Cancún,Quintana Roo,MX,comeme.com.mx,Mon 10:00 am - 8:00 pm; Tue 10:00 am - 8:00 pm; Wed 10:00 am - 8:00 pm; Thu 10:00 am - 8:00 pm; Fri 10:00 am - 8:00 pm; Sat 10:00 am - 6:00 pm; Sun Closed
Cocodoux,4.0,$,"Desserts, Cupcakes, Patisserie/Cake Shop",+52 664 200 2352,"Centro Comercial  Pio Pico, Blvd. Aguacaliente 8710, Col. Zona Este",22000,Tijuana,Baja California,MX,cocodoux.com,Mon 8:00 am - 8:00 pm; Tue 8:00 am - 8:00 pm; Wed 8:00 am - 8:00 pm; Thu 8:00 am - 8:00 pm; Fri 8:00 am - 8:00 pm; Sat 8:00 am - 8:00 pm; Sun 10:00 am - 5:00 pm Closed now
Que Cuquitas,5.0,,"Desserts, Cupcakes, Patisserie/Cake Shop",,,,Cancún,Quintana Roo,MX,,
Velvet Sweets & Delights,,,"Desserts, Cupcakes, Patisserie/Cake Shop",+52 999 278 6139,Calle 7A,97139,Mérida,Yucatán,MX,,
El Mejor Pan de Tecate,,,"Desserts, Custom Cakes, Bakeries, ",+52 664 689 1869,"Blvd. Gustavo Díaz Ordaz 3600, Col. Huertas 5ta Secc",22120,Tijuana,Baja California,MX,,Mon Closed; Tue 6:00 am - 9:00 pm; Wed 6:00 am - 9:00 pm; Thu 6:00 am - 9:00 pm; Fri 6:00 am - 9:00 pm; Sat 6:00 am - 9:00 pm; Sun 6:00 am - 9:00 pm Open now
Pastelería La Esperanza,4.0,$$,"Desserts, Delicatessen, Bakeries,",+52 55 6285 0451,"Moliere 352, Col. Polanco",11550,México,Aguascalientes,MX,esperanza.mx,Mon 7:00 am - 11:00 pm; Tue 7:00 am - 11:00 pm; Wed 7:00 am - 11:00 pm; Thu 7:00 am - 11:00 pm; Fri 7:00 am - 11:00 pm; Sat 7:00 am - 11:00 pm; Sun 7:00 am - 11:00 pm Open now
Pastelería La Esperanza,4.0,$$,"Desserts, Delicatessen, Bakeries, ",+52 55 6285 0437,"Castañeda 5, Col. Mixcoac",,"México, D.F.",,MX,esperanza.mx,Mon 6:00 am - 10:00 pm; Tue 6:00 am - 10:00 pm; Wed 6:00 am - 10:00 pm; Thu 6:00 am - 10:00 pm; Fri 6:00 am - 10:00 pm; Sat 6:00 am - 10:00 pm; Sun 6:00 am - 10:00 pm Open now
Mercado del Carmen,4.5,$$,"Desserts, Delicatessen, Bars, ",+52 55 5550 5357,Av. Amargura 5,01000,"México, D.F.",,MX,mercadodelcarmen.mx,Mon 10:00 am - 8:00 pm; Tue 10:00 am - 8:00 pm; Wed 10:00 am - 8:00 pm; Thu 10:00 am - 8:00 pm; Fri 10:00 am - 8:00 pm; Sat 10:00 am - 8:00 pm; Sun 10:00 am - 8:00 pm Open now
Chocoboutique Turin,4.5,$$,"Desserts, Delicatessen, ",+52 55 5999 8900,"Calzada de Guadalupe # 402, Col. Industrial",07840,"México, D.F.",,MX,,
Chocolatería La Catalana,4.0,,"Desserts, Delicatessen, ",+52 55 5370 8203,"Av. De los Jinetes 191,, Col. Las Arboledas, Atizapán de Zaragoza",52950,Ciudad López Mateos,México,MX,,
La Casa de Las Fresas,,$$,"Desserts, Delis, ",+52 462 624 1950,"Blvd. Lazaro Cardenas 850, Col. las Palomas",36690,Irapuato,Guanajuato,MX,,Mon 9:00 am - 9:00 pm; Tue 9:00 am - 9:00 pm; Wed 9:00 am - 9:00 pm; Thu 9:00 am - 9:00 pm; Fri 9:00 am - 9:00 pm; Sat 9:00 am - 9:00 pm; Sun 9:00 am - 9:00 pm Open now
Wadabdy,5.0,,"Desserts, Delis, Juice Bars & Smoothies, ",,"Avenida Plazas de Aragón 112, Col. Plazas de Aragón",57139,Ciudad Nezahualcóyotl,México,MX,,Mon 9:00 am - 10:00 pm; Tue 9:00 am - 10:00 pm; Wed 9:00 am - 10:00 pm; Thu 9:00 am - 10:00 pm; Fri 9:00 am - 10:00 pm; Sat 9:00 am - 10:00 pm; Sun Closed
Aguilar Cortés Joseph David,,,"Desserts, ",,Diagonal Diaz Ordaz 4321,72550,Puebla,,MX,,
Aguilar Cortés Ricardo Ivan,,,"Desserts, ",+52 10 339 94753,de la Mancha 292,45130,Zapopan,Jalisco,MX,,
Aguilar Cortés Ricardo Juan,,,"Desserts, ",,Arco El Triunfo 560,45130,Zapopan,Jalisco,MX,,
Aguilar García Maria Alicia,,,"Desserts, ",+52 44 226 12897,Diamante 438,76148,Querétaro,,MX,,
Aguilar Herrera Luisa,,,"Desserts, ",,Felipe Angeles,42400,Huichapan,Hidalgo,MX,,
Aguilar Morales Apolinar,,,"Desserts, ",,Priv. del Trabajo 4,56260,Texcoco,México,MX,,
Aguilar Perez Guillermina Ivonne,,,"Desserts, ",,Juan de Dios Peza 201,50150,Toluca,México,MX,,
Aguilar Taboada Ma. Edith,,,"Desserts, ",+52 55 5386 6299,Lago Garda 149,11320,"México, D.F.",,MX,,
Aguilera García Jose Gabriel,,,"Desserts, ",,Juarez 120,,Valle de Santiago,Guanajuato,MX,,
Aguirre Gasca Brenda Beatriz,,,"Desserts, ",+52 10 100 00589,Mariano Abasolo 102,38240,Juventino Rosas,Guanajuato,MX,,
Agular Hernandez Alejandro,,,"Desserts, ",,Av. Trabajo 5,55965,Axapusco,México,MX,,
Alanis Galván Vania,,,"Desserts, ",,Pie de la Cuesta 5090,76130,Querétaro,,MX,,
Alanis Vega Raul,,,"Desserts, ",+52 10 062 74863,Miguel Aleman 502,38500,Apaseo El Alto,Guanajuato,MX,,
Alba Blancas Araceli,,,"Desserts, ",+52 55 5847 1071,Francisco Jimenez 31,13360,"México, D.F.",,MX,,
Alba Lagunas Norma,,,"Desserts, ",+52 241 417 1566,Fco. I Madero 19,90250,Tlaxco,Tlaxcala,MX,,
Alcala Escobedo Salvador,,,"Desserts, ",+52 10 118 21072,Arteaga 22,38400,Valle de Santiago,Guanajuato,MX,,
Alcala García Luis Fernando,,,"Desserts, ",,Enriqeu Diaz de Leon 2348,,Zapopan,Jalisco,MX,,
Alcantara Gonzalez Emelia,,,"Desserts, ",+52 44 220 47266,Calle 10 309,76000,Querétaro,,MX,,
Ale Cornejo,5.0,$$,"Desserts, ",+52 999 910 0426,"Calle 32 S/N, Col. San Pedro Uxmal",97203,Mérida,Yucatán,MX,,Mon 8:30 am - 7:00 pm; Tue 8:30 am - 7:00 pm; Wed 8:30 am - 7:00 pm; Thu 8:30 am - 7:00 pm; Fri 8:30 am - 7:00 pm; Sat 8:30 am - 7:00 pm; Sun 8:30 am - 7:00 pm Open now
Alejo Zavala Juana,,,"Desserts, ",,Jacarandas 33,56607,Chalco,México,MX,,
Aleman Infante Virginia,,,"Desserts, ",,Jesus Aguilar,55975,Nopaltepec,México,MX,,
Alfonso Cano Lima,,,"Desserts, ",,Calle 3 Sur 523,74200,Atlixco,Puebla,MX,,
Allende Yañez Lizette,,,"Desserts, ",+52 55 5689 7022,Cerro de Jesus 164,04200,"México, D.F.",,MX,,
Almacenes Arlequin,,,"Desserts, ",+52 222 220 5289,Dia. Def. de la Rep. 841,72240,Puebla,,MX,,
Almaraz Loyola Marcelino,,,"Desserts, ",+52 10 137 04966,Arboledas 1200,36557,Irapuato,Guanajuato,MX,,
Almazan Gonzalez Ramon,,,"Desserts, ",,Ixtlahuaca Esq Chalco 810,50040,Toluca,México,MX,,
Alonso Peralta Lucero,,,"Desserts, ",+52 624 132 6272,Padre Juan Mza. 90,23462,Los Cabos,Baja California Sur,MX,,
Alum,,,"Desserts, ",+52 44 221 89058,Onix 161,76110,Querétaro,,MX,,
Alvarado Calderón Bertha,,,"Desserts, ",+52 10 114 33532,Adolfo Lopez Mateos 6,58881,Tarimbaro,Michoacán,MX,,
Alvarado Vargas Cesilia,,,"Desserts, ",+52 44 229 10791,Frncisaco I. Madero 7- B,76220,Querétaro,,MX,,
Alvarez Chagoyan Mario Ivan,,,"Desserts, ",+52 656 307 5577,de las Torres 6008,32695,Juarez,Chihuahua,MX,,
Alvarez Fuentes Itzel Danae,,,"Desserts, ",,Gomez Pedraza 6,15100,"México, D.F.",,MX,,
Alvarez Margarita Cruz,,,"Desserts, ",+52 55 5551 5408,Norte 86 A,07480,"México, D.F.",,MX,,
Alvarez Mejía Jose Antonio,,,"Desserts, ",,Av. Agustín Iturbide 4,50640,San Felipe del Progreso,México,MX,,
Alvarez Tiscareño Ramiro,,,"Desserts, ",+52 10 200 58322,Hidalgo 81,98850,Villa González Ortega,Zacatecas,MX,,
Alvarez Valencia Ivonne,,,"Desserts, ",,Gomez Pedraza 6,,"México, D.F.",,MX,,
Amado Aponca Alejandro,,,"Desserts, ",+52 222 625 1305,3 Sur 2703,72420,Puebla,,MX,,
Anaya Ayala Eygenia,,,"Desserts, ",,Democracia 103,90790,Tlaxcala,,MX,,
Anaya Chavez Irene,,,"Desserts, ",+52 38 873 68816,Zaragoza 10,48130,México,Jalisco,MX,,
Anaya Gaytan Agustín,,,"Desserts, ",+52 41 111 32689,Pino Suarez Rosaura Zapata,38473,Jaral del Progreso,Guanajuato,MX,,
Anaya Hortensia,,,"Desserts, ",+52 55 5686 0132,México 14,09500,"México, D.F.",,MX,,
Andrade Soberanis Irving,,,"Desserts, ",,62 609 A,97314,Mérida,Yucatán,MX,,
Apolonio Crecencio Jose,,,"Desserts, ",,Felipe Angeles,43420,Hidalgo,,MX,,
Aquino Minerva Mayoral de,,,"Desserts, ",+52 222 232 2220,16 de Septiembre 305,72000,Puebla,,MX,,
Arce Galan Alberto Manuel,,,"Desserts, ",+52 55 5553 3759,Fernando Montes de Oca -81,06140,"México, D.F.",,MX,,
Ardimex,,,"Desserts, ",,Calle Romulo O Farril 302,02780,"México, D.F.",,MX,,
Arevalo Ramirez Maria Estela,,,"Desserts, ",,Vicente Gro. 171,56600,Chalco,México,MX,,
Arias Cardenas Diego,,,"Desserts, ",+52 41 316 60573,Quintana Roo 403,38500,Apaseo El Alto,Guanajuato,MX,,
Arias Castañedas Robertina,,,"Desserts, ",+52 33 363 62736,Santa Esther 106,45140,Zapopan,Jalisco,MX,,
Arias Paredes Salomon,,,"Desserts, ",,16 de Septiembre 603,38500,Apaseo El Alto,Guanajuato,MX,,
Arnoldi,5.0,$$$,"Desserts, ",,S\xe3o Paulo 2334,44630,Guadalajara,Jalisco,MX,,Mon 10:00 am - 8:00 pm; Tue 10:00 am - 8:00 pm; Wed 10:00 am - 8:00 pm; Thu 10:00 am - 8:00 pm; Fri 10:00 am - 8:00 pm; Sat 10:00 am - 8:00 pm; Sun 10:00 am - 8:00 pm Open now
Arnoldi,3.5,,"Desserts, ",,"Londres 152-A, Colonia Juarez",06600,"México, D.F.",,MX,arnoldi.com.mx,
Arnoldi Lindavista,,,"Desserts, ",,Colector 13,,"México, D.F.",,MX,,
Arrazola Ramos Rosalinda,,,"Desserts, ",+52 55 5673 4919,Tenorios,14390,"México, D.F.",,MX,,
Arredondo Rivera Mario,,,"Desserts, ",+52 55 5513 4612,And. 11 33,14390,"México, D.F.",,MX,,
Arroz con leche de la 12,5.0,$,"Desserts, ",,"calle 12 #94 col. Progreso Nacional. Del. Gustavo A. Madero, (justo en la esquina con av. Progreso Nacional)",07600,"México, D.F.",,MX,,Mon 6:30 pm - 9:00 pm; Tue Closed; Wed 6:30 pm - 9:00 pm; Thu 6:30 pm - 9:00 pm; Fri 6:30 pm - 9:00 pm; Sat 6:30 pm - 9:00 pm; Sun 6:00 pm - 8:00 pm Closed now
Arsiniega Martinez Alfonso,,,"Desserts, ",+52 10 091 94318,Revolucion Mexicana 9,42854,Hidalgo,,MX,,
Arteaga Barragan Carlos Emmanuel,,,"Desserts, ",+52 10 137 80339,Av. San Martín 1183,36557,Irapuato,Guanajuato,MX,,
Arteaga Carbajal Maria de los Angeles,,,"Desserts, ",+52 55 8488 3185,Agustín Yañez 1411,09060,"México, D.F.",,MX,,
Avila Rivera Feliciano,,,"Desserts, ",,Sor Juana Ines de la Cruz 52,56880,Tepetlixpa,México,MX,,
Avila Sigala Fatima Lizete,,,"Desserts, ",,16 de Septiembre 3130,45138,Zapopan,Jalisco,MX,,
Avila Valadez Yolanda,,,"Desserts, ",+52 10 344 92663,Jalisco 86,45200,Zapopan,Jalisco,MX,,
Aviles Mireles Miguel,,,"Desserts, ",,Leandro Valle 109,56106,Texcoco,México,MX,,
Ayala García Ma. Yolanda,,,"Desserts, ",+52 55 5665 0015,Insurgentes Sur 3089,14260,"México, D.F.",,MX,,
Ayala Gomez Ma. Luisa,,,"Desserts, ",+52 10 134 60016,Mora 352,36590,Irapuato,Guanajuato,MX,,
Ayala Pastera Fabiola,,,"Desserts, ",+52 55 2157 1208,México 841,16510,"México, D.F.",,MX,,
Ayala Rodriguez Jose Luis,,,"Desserts, ",+52 41 110 36540,Allende 106,38300,Cortazar,Guanajuato,MX,,
Aymasep Tonala,,,"Desserts, ",+52 33 368 01259,Av. Rio Nilo 7540 Loc. 50,,Tonalá,Jalisco,MX,,
BAKERY CLUB & MORE,4.0,,"Desserts, ",+52 55 5343 1761,"AV. LOMAS VERDES #640 LOCAL 57, COL. LOMAS VERDES",53120,Naucalpan de Juárez,México,MX,,
Bal -Ray,,$,"Desserts, ",+52 55 5553 6743,Zamora 31,06140,"México, D.F.",,MX,,Mon 8:00 am - 8:00 pm; Tue 8:00 am - 8:00 pm; Wed 8:00 am - 8:00 pm; Thu 8:00 am - 8:00 pm; Fri 8:00 am - 8:00 pm; Sat 9:00 am - 6:00 pm; Sun 10:00 am - 6:00 pm Open now
Balderas Hernandez Roberto,,,"Desserts, ",,Plaza de la Constitución 5,43970,Tepeapulco,Hidalgo,MX,,
Balderas Rodriguez Juan de la Cruz,,,"Desserts, ",,De San Bartolo 15,72361,Puebla,,MX,,
Banda Cambron Jorge,,,"Desserts, ",,Morelos 36 B,61100,Hidalgo,Michoacán,MX,,
Bañuelos Lopez Luz Elena,,,"Desserts, ",,Lopez Mateos 178,45623,Tlaquepaque,Jalisco,MX,,
Bañuelos Martinez Laura Elena,,,"Desserts, ",+52 656 612 2856,Brasil 899,32300,Juarez,Chihuahua,MX,,
Barajas Ayala Claudia,,,"Desserts, ",,Av. San Rafael 91,56740,Tlalmanalco,México,MX,,
Barba Sigala Paloma Enedina,,,"Desserts, ",,Industrial Textil 1523,45130,Zapopan,Jalisco,MX,,
Barcena Ruíz Armando,,,"Desserts, ",+52 55 2663 6799,Delicias 14,06070,"México, D.F.",,MX,,
Barcenas Valencia Ofelia,,,"Desserts, ",+52 44 219 83515,Ezequiel Montes 3,76240,La Piedad,Querétaro,MX,,
Barra Palermo,5.0,$$,"Desserts, ",+52 33 201 40173,"Av. Aztecas 222, Col. Monraz",44670,Guadalajara,Jalisco,MX,barrapalermo.com,Mon 9:00 am - 9:00 pm; Tue 9:00 am - 9:00 pm; Wed 9:00 am - 9:00 pm; Thu 9:00 am - 9:00 pm; Fri 9:00 am - 9:00 pm; Sat 9:00 am - 9:00 pm; Sun 10:00 am - 3:00 pm Open now
Barradas Dominguez Bárbara,,,"Desserts, ",+52 55 5700 1496,Maxtla 17,15660,"México, D.F.",,MX,,
Barragan Cortés Miguel,,,"Desserts, ",+52 22 881 31602,Vicente Guerrero 266,91240,Xico,Veracruz,MX,,
Barrera Mancilla Antonio,,,"Desserts, ",,Domingo Vazquez 3,54300,Villa del Carbón,México,MX,,
Barrera Saldaña Pedro,,,"Desserts, ",+52 462 660 2793,Juarez 44,36990,Huanimaro,Guanajuato,MX,,
Barrera Sanchez Georgina,,,"Desserts, ",,Rafael M Hidalgo 1307,50140,Toluca,México,MX,,
Barrientos Méndez Maria Cristina,,,"Desserts, ",,Reforma Sin Numero,61253,Maravatio,Michoacán,MX,,
Barroso Mercado Cynthia Elena,,,"Desserts, ",,Juarez 700,50130,Toluca,México,MX,,
Baskin Robins,,,"Desserts, ",,Boulevard Kukulkan 9,77500,Cancún,Quintana Roo,MX,,
Basurto Martinez Filemon,,,"Desserts, ",,Norte 70 6011,07820,"México, D.F.",,MX,,
Basurto Martinez Filemon,,,"Desserts, ",+52 55 5770 1011,Norte 70 6028,07820,"México, D.F.",,MX,,
Bautista Alcibar Ana Maria,,,"Desserts, ",,Juarez 40,56208,Texcoco,México,MX,,
Bautista Ramos Rosa,,,"Desserts, ",,Cuauhtemoc,90570,Tlaxcala,,MX,,
Bautista Vazquez Leticia,,,"Desserts, ",,Pedregal 84,11000,"México, D.F.",,MX,,
Bello Huerta Lucia,,,"Desserts, ",,Emiliano Carranza Sin Numero,56970,Atlautla,México,MX,,
Beneficadora de Tamarindo de México,,,"Desserts, ",,Calle Álamos 7,09500,"México, D.F.",,MX,,
Bernal Amado Erika,,,"Desserts, ",,Vicente Gro. 6,56600,Chalco,México,MX,,
Berual Jaquez Martha Elena,,,"Desserts, ",+52 449 153 3958,Uva 15 y 16,20135,Aguascalientes,,MX,,
Betancont Guerrero Ingrid Elizabeth,,,"Desserts, ",,"Comunicación Rte, 228",38000,Celaya,Guanajuato,MX,,
Big Tapioca,4.0,$$,"Desserts, ",,"Av. Providencia 2770-A, Col. Providencia",44639,Guadalajara,Jalisco,MX,,
Bombon de Chocolate,4.5,$$$,"Desserts, ",+52 55 5293 2026,"Av. Presidente Masaryk 426, Polanco",11550,"México, D.F.",,MX,,
Bombon Ideas,,$,"Desserts, ",+52 229 331 5241,"Heroes de Puebla 671, Col. Zaragoza",91910,Veracruz,,MX,,Mon 9:00 am - 8:00 pm; Tue 9:00 am - 8:00 pm; Wed 9:00 am - 8:00 pm; Thu 9:00 am - 8:00 pm; Fri 9:00 am - 8:00 pm; Sat Closed; Sun Closed
Botanas y Dulces la Muñeca,,,"Desserts, ",,Calle Porfirio Díaz 730,44370,Guadalajara,Jalisco,MX,,
Botanas y Golosinas Michel,,,"Desserts, ",+52 33 358 76465,Calle Isla Raza 2239,44950,Guadalajara,Jalisco,MX,,
Botanukas,5.0,,"Desserts, ",,Avenida París 1271,22506,Tijuana,Baja California,MX,google.com.mx/search?aqs=chro\u2026,Mon 12:00 pm - 9:00 pm; Tue 12:00 pm - 9:00 pm; Wed 12:00 pm - 9:00 pm; Thu 12:00 pm - 9:00 pm; Fri 12:00 pm - 9:00 pm; Sat 12:00 pm - 9:00 pm; Sun 12:00 pm - 9:00 pm Closed now
Bravo García Eva,,,"Desserts, ",,Chapultepec 462,06700,"México, D.F.",,MX,,
Briquette au chocolat,,,"Desserts, ",+52 55 4633 6042,"Providencia 501, Del Valle",03100,"México, D.F.",,MX,,
Briseño Ojeda Maria del Carmen,,,"Desserts, ",,Aldama,94940,Veracruz,,MX,,
Bristain Castillo Irma,,,"Desserts, ",,16 de Enero 1869,43930,Tlanalapa,Hidalgo,MX,,
Bustamante Torres Patricia,,,"Desserts, ",+52 81 833 15770,Jose Timoteo Rosales 5008,64280,Monterrey,Nuevo León,MX,,
Caballar Rivera Juan Carlos,,,"Desserts, ",,Mariano Abasolo 4,56900,Amecameca,México,MX,,
Caballero Coss Laudia,,,"Desserts, ",,Portal Iturbide 61,58962,Zinapecuaro,Michoacán,MX,,
Cabañas Fernández Carolina,,,"Desserts, ",+52 55 5644 9844,Carbonera Mz. 134 Lt. 17,10640,"México, D.F.",,MX,,
Cabrera Garza Jose Miguel,,,"Desserts, ",+52 10 043 23658,Josefa Ortíz 73,76900,Corregidora,Querétaro,MX,,
Cacao Republic,4.0,$,"Desserts, ",,"Blvd Juan Alonso De Torres 2002, Valle del Campestre, Dentro de plaza mayor",37150,León,Guanajuato,MX,,
Cacao Republic,,,"Desserts, ",,"Juan Alonso de Torres 13153, Col. San José del Consuelo",,Guanajuato,,MX,,
Cado Latuf Victor,,,"Desserts, ",+52 55 5218 4555,Cruces 31,06090,"México, D.F.",,MX,,
Cafe Crepas,4.0,,"Desserts, ",,"Rosa María Sequeira 347, Colonia Infonavit Culhuacán, Delegacion Coyoacán",04480,"México, D.F.",,MX,,
Cafe Tomas,4.5,$$,"Desserts, ",,"Calle 10 #1023, Zona Centro",22880,Ensenada,Baja California,MX,elmesero.com/cafe_tomas-1182.\u2026,
Cafe Toya,5.0,$,"Desserts, ",+52 646 175 9483,Carretera Tijuana-Ensenada  Km 103.5,22760,Ensenada,Baja California,MX,,Mon 6:00 am - 8:00 pm; Tue 6:00 am - 8:00 pm; Wed 6:00 am - 8:00 pm; Thu 6:00 am - 8:00 pm; Fri 6:00 am - 8:00 pm; Sat 6:00 am - 8:00 pm; Sun 6:00 am - 3:00 pm Open now
Calva Rosales Luis Josue,,,"Desserts, ",+52 222 231 1270,Prol. 24 Sur 13 A,75520,Puebla,,MX,,
Camacho Cruz Laura,,,"Desserts, ",+52 55 5655 9019,Centenario 548,01600,"México, D.F.",,MX,,
Camacho Herrera Maria Eugenia,,,"Desserts, ",,26 Diag. 298,97144,Mérida,Yucatán,MX,,
Camacho Lopez Eliseo,,,"Desserts, ",,Miguel Hidalgo 19,56900,Amecameca,México,MX,,
Camacho Molina Gilberto,,,"Desserts, ",,Queretaro S,76264,Santa Cruz,Querétaro,MX,,
Camano Collazo Mari Cruz,,,"Desserts, ",+52 55 5173 8592,Oriente 172 171,15530,"México, D.F.",,MX,,
Camarena Meza Jorge Alberto,,,"Desserts, ",+52 10 343 28043,San Esteban 512,,Zapopan,Jalisco,MX,,
Campos García Maria del Refugio,,,"Desserts, ",,Pasaje Zaragoza 1,47000,San Juan de Los Lagos,Jalisco,MX,,
Campos Guerrero Fernando,,,"Desserts, ",,Leobardo Coca 005,72260,Puebla,,MX,,
Campos Lovera Ma. del Carmen,,,"Desserts, ",+52 44 227 37172,Coordillera de los Andes 2160,76116,Querétaro,,MX,,
Campos Rivera Ruben,,,"Desserts, ",+52 656 629 1480,Av. Enida Aeronautica 6910,32695,Chihuahua,,MX,,
Camsal,,,"Desserts, ",,Calle Garibaldi 152,44280,Guadalajara,Jalisco,MX,,
Canales Rosales Celia,,,"Desserts, ",,Nochebuena 32,56150,Texcoco,México,MX,,
Candymania,,,"Desserts, ",,Calle Tamaulipas 61 D,,"México, D.F.",,MX,,
Caneles de Bordeaux,4.0,,"Desserts, ",+52 55 5280 6997,"Mazaryk 515, Locales 15-17, Palmas Polanco",11550,"México, D.F.",,MX,,
Cano Ruíz Maribel,,,"Desserts, ",,de las Americas,76080,Querétaro,,MX,,
Caramel Mart,3.5,$$,"Desserts, ",+52 55 6386 2290,Guanajuato 114,06700,"México, D.F.",,MX,,
Caramela,4.0,$$$$,"Desserts, ",+52 81 836 34041,"Av. Bosques del Valle 106-1, Col. Bosques del Valle",66250,Bosques del Valle 1er Sector,Nuevo León,MX,,
Caramelo,,,"Desserts, ",+52 656 611 8406,"Triunfo de la Republica 5750, B",32340,Chihuahua,,MX,,
Caramelos de la Rosa,,,"Desserts, ",,Carretera A San Sebastian Km. 2. 5,45602,Tlaquepaque,Jalisco,MX,,
Carbajal Sanchez Ma. Luisa,,,"Desserts, ",,Carolos 102,,Querétaro,,MX,,
Carcamo Carcamo Pilar,,,"Desserts, ",+52 55 5608 4925,Hermanos Wrigth 10,09870,"México, D.F.",,MX,,
Cardenas Valverde Lourdes,,,"Desserts, ",,Mesa Central 2718,32599,Juarez,Chihuahua,MX,,
Cardenas Velarde Jose Ángel,,,"Desserts, ",+52 656 144 3780,Puerto Aventura 1412,32599,Juarez,Chihuahua,MX,,
Cardosa Garza Julio Cesar,,,"Desserts, ",,Guillermo Prieto 4,72000,Puebla,,MX,,
Carja,,,"Desserts, ",+52 55 5545 4206,Altamirano 46,01090,"México, D.F.",,MX,,
Carlos Benigno Garza Saenz,,,"Desserts, ",+52 81 833 94490,Calle Lincoln 5633,64117,Monterrey,Nuevo León,MX,,
Carlotas de Miguel,,$,"Desserts, ",+52 229 231 2504,"Floresta Oriente, Esquina Abedul, Fraccionamiento Floresta",76900,Floresta,Veracruz,MX,,
Carmelita,4.0,$$,"Desserts, ",,"Porfirio Díaz 317, Reforma",68050,Oaxaca,,MX,,
Carmona Franco Ma. Dolores,,,"Desserts, ",+52 10 100 34421,Gladiola 109,38260,Villagrán,Guanajuato,MX,,
Carranza Franco Hernando Fabian,,,"Desserts, ",+52 47 674 33034,Niños Heroes 109,36300,San Francisco del Rincón,Guanajuato,MX,,
Carranza Franco Hernando Fabian,,,"Desserts, ",+52 477 714 9897,5 de Febrero 120,37000,León,Guanajuato,MX,,
Carranza Franco Hernando Fabian,,,"Desserts, ",+52 47 674 38572,Salvador Díaz Miron 206,36300,San Francisco del Rincón,Guanajuato,MX,,
Carrasco Alvarez Enrique,,,"Desserts, ",+52 55 5681 8523,Desierto de los Leones 4651,01790,"México, D.F.",,MX,,
